,Date,Crop,Market_Price,Production_Cost,Gross_Profit_Margin
2857,2023-02-01,Soybeans,23.14,4.24,81.69
2858,2023-03-01,Soybeans,25.14,5.28,78.99
2859,2023-04-01,Soybeans,26.65,9.34,64.97
2860,2023-05-01,Soybeans,16.25,4.89,69.91
2861,2023-06-01,Soybeans,24.84,7.3,70.6
2862,2023-07-01,Soybeans,28.36,7.75,72.68
2863,2023-08-01,Soybeans,29.97,7.25,75.82
2864,2023-09-01,Soybeans,22.53,4.55,79.81
2865,2023-10-01,Soybeans,18.52,7.88,57.46
2866,2023-11-01,Soybeans,29.33,6.72,77.08
2867,2023-12-01,Soybeans,14.59,7.57,48.09
2868,2024-01-01,Soybeans,10.61,4.14,60.94
2869,2024-02-01,Soybeans,20.14,7.09,64.77
2870,2024-03-01,Soybeans,14.57,10,31.37
2871,2024-04-01,Soybeans,22.86,4.82,78.93
2872,2024-05-01,Soybeans,19.07,4.69,75.42
2873,2024-06-01,Soybeans,24.06,8.1,66.35
2874,2024-07-01,Soybeans,13.18,5.41,58.98
2875,2024-08-01,Soybeans,19.05,6.55,65.6
2876,2024-09-01,Soybeans,13.77,3.67,73.32
2877,2024-10-01,Soybeans,22.59,7.97,64.73
2878,2024-11-01,Soybeans,18.58,6.44,65.37
2879,2024-12-01,Soybeans,15.26,4.5,70.52
2880,2022-01-01,Cowpeas,20.12,5.23,74.02
2881,2022-02-01,Cowpeas,29.2,7.61,73.92
2882,2022-03-01,Cowpeas,11.8,8.37,29.04
2883,2022-04-01,Cowpeas,25.44,5.79,77.23
2884,2022-05-01,Cowpeas,27.82,8.97,67.74
2885,2022-06-01,Cowpeas,14.64,7.48,48.94
2886,2022-07-01,Cowpeas,27.6,5.1,81.54
2887,2022-08-01,Cowpeas,17.75,6.92,61.03
2888,2022-09-01,Cowpeas,16.76,5.4,67.79
2889,2022-10-01,Cowpeas,19.6,8.67,55.75
2890,2022-11-01,Cowpeas,20.2,7.48,62.96
2891,2022-12-01,Cowpeas,22.07,9.19,58.35
2892,2023-01-01,Cowpeas,22.45,9.06,59.63
2893,2023-02-01,Cowpeas,19.1,5.16,72.97
2894,2023-03-01,Cowpeas,28.47,5.26,81.51
2895,2023-04-01,Cowpeas,11.53,5.93,48.6
2896,2023-05-01,Cowpeas,16.38,9.53,41.85
2897,2023-06-01,Cowpeas,28.67,4.39,84.69
2898,2023-07-01,Cowpeas,28.69,8.43,70.63
2899,2023-08-01,Cowpeas,12.29,6.21,49.46
2900,2023-09-01,Cowpeas,13.27,9.43,28.96
2901,2023-10-01,Cowpeas,18.43,3.75,79.63
2902,2023-11-01,Cowpeas,24.92,8.85,64.48
2903,2023-12-01,Cowpeas,29.88,5.6,81.26
2904,2024-01-01,Cowpeas,14.88,6.17,58.5
2905,2024-02-01,Cowpeas,27.85,5.28,81.05
2906,2024-03-01,Cowpeas,15.21,4.7,69.12
2907,2024-04-01,Cowpeas,24.07,8.02,66.66
2908,2024-05-01,Cowpeas,20.83,7.55,63.76
2909,2024-06-01,Cowpeas,21.23,9.23,56.51
2910,2024-07-01,Cowpeas,15.14,8.22,45.71
2911,2024-08-01,Cowpeas,10.12,5.73,43.41
2912,2024-09-01,Cowpeas,17.25,4.15,75.97
2913,2024-10-01,Cowpeas,21.45,10,53.38
2914,2024-11-01,Cowpeas,25.04,8.75,65.05
2915,2024-12-01,Cowpeas,21.64,7.11,67.14
2916,2022-01-01,Pigeon Peas,23.1,7.4,67.96
2917,2022-02-01,Pigeon Peas,13.44,10,25.63
2918,2022-03-01,Pigeon Peas,26.19,5.84,77.7
2919,2022-04-01,Pigeon Peas,24.5,8.44,65.56
2920,2022-05-01,Pigeon Peas,12.98,3.18,75.46
2921,2022-06-01,Pigeon Peas,14.32,4.18,70.79
2922,2022-07-01,Pigeon Peas,28.46,5.86,79.4
2923,2022-08-01,Pigeon Peas,22.68,7.49,66.99
2924,2022-09-01,Pigeon Peas,11.48,3.2,72.14
2925,2022-10-01,Pigeon Peas,23.89,3.63,84.79
2926,2022-11-01,Pigeon Peas,25.92,4.9,81.09
2927,2022-12-01,Pigeon Peas,24.82,8.34,66.41
2928,2023-01-01,Pigeon Peas,26.35,6.17,76.59
2929,2023-02-01,Pigeon Peas,17.62,6.86,61.06
2930,2023-03-01,Pigeon Peas,28.21,6.39,77.35
2931,2023-04-01,Pigeon Peas,16.35,5.79,64.61
2932,2023-05-01,Pigeon Peas,10.75,5.41,49.62
2933,2023-06-01,Pigeon Peas,21.3,9.46,55.6
2934,2023-07-01,Pigeon Peas,27.07,7.86,70.98
2935,2023-08-01,Pigeon Peas,23.27,6.32,72.85
2936,2023-09-01,Pigeon Peas,17.41,4.65,73.31
2937,2023-10-01,Pigeon Peas,13.49,4.04,70.05
2938,2023-11-01,Pigeon Peas,16.17,4.04,75.01
2939,2023-12-01,Pigeon Peas,26.36,3.25,87.68
2940,2024-01-01,Pigeon Peas,27.54,7.01,74.55
2941,2024-02-01,Pigeon Peas,21.33,7.89,63.03
2942,2024-03-01,Pigeon Peas,26.86,5.83,78.31
2943,2024-04-01,Pigeon Peas,11.14,5.52,50.44
2944,2024-05-01,Pigeon Peas,29.16,7.25,75.15
2945,2024-06-01,Pigeon Peas,22.51,4.1,81.79
2946,2024-07-01,Pigeon Peas,26.98,5.71,78.84
2947,2024-08-01,Pigeon Peas,23.03,8.44,63.36
2948,2024-09-01,Pigeon Peas,22.06,3.99,81.89
2949,2024-10-01,Pigeon Peas,10.11,7.68,24.01
2950,2024-11-01,Pigeon Peas,27.04,6.88,74.57
2951,2024-12-01,Pigeon Peas,12.7,3.68,71.03
2952,2022-01-01,Lupins,28.73,9.82,65.82
2953,2022-02-01,Lupins,13.52,3.5,74.13
2954,2022-03-01,Lupins,18.15,8.43,53.55
2955,2022-04-01,Lupins,23.73,3.77,84.12
2956,2022-05-01,Lupins,18.28,3.58,80.42
2957,2022-06-01,Lupins,11.84,8.09,31.63
2958,2022-07-01,Lupins,27.14,5.88,78.32
2959,2022-08-01,Lupins,13.1,6.39,51.23
2960,2022-09-01,Lupins,10.5,8.68,17.32
2961,2022-10-01,Lupins,12.64,5.88,53.51
2962,2022-11-01,Lupins,18.83,6.64,64.73
2963,2022-12-01,Lupins,14.46,9.76,32.49
2964,2023-01-01,Lupins,17.25,3.17,81.62
2965,2023-02-01,Lupins,29.52,5.41,81.67
2966,2023-03-01,Lupins,21.04,3.05,85.48
2967,2023-04-01,Lupins,11.71,5.04,56.98
2968,2023-05-01,Lupins,19.99,6.84,65.77
2969,2023-06-01,Lupins,23.55,8.43,64.2
2970,2023-07-01,Lupins,21.02,4.71,77.57
2971,2023-08-01,Lupins,27.54,5.61,79.63
2972,2023-09-01,Lupins,17,3.82,77.56
2973,2023-10-01,Lupins,26.21,4.9,81.32
2974,2023-11-01,Lupins,10.83,4.25,60.75
2975,2023-12-01,Lupins,29.34,9.79,66.64
2976,2024-01-01,Lupins,14.7,6.14,58.23
2977,2024-02-01,Lupins,26.98,6.19,77.04
2978,2024-03-01,Lupins,25.14,4.36,82.65
2979,2024-04-01,Lupins,20.82,4.75,77.17
2980,2024-05-01,Lupins,16.08,7.96,50.52
2981,2024-06-01,Lupins,13.39,7.42,44.6
2982,2024-07-01,Lupins,10.39,8.56,17.62
2983,2024-08-01,Lupins,29.91,8.05,73.09
2984,2024-09-01,Lupins,24.25,5.74,76.34
2985,2024-10-01,Lupins,15.11,3.52,76.71
2986,2024-11-01,Lupins,29.03,7.59,73.86
2987,2024-12-01,Lupins,14.94,9.6,35.71
2988,2022-01-01,Mung Beans,10.7,6.97,34.85
2989,2022-02-01,Mung Beans,17.8,4.57,74.31
2990,2022-03-01,Mung Beans,28.76,8.8,69.39
2991,2022-04-01,Mung Beans,26,8.98,65.46
2992,2022-05-01,Mung Beans,21.29,7.69,63.89
2993,2022-06-01,Mung Beans,16.1,3.37,79.04
2994,2022-07-01,Mung Beans,23.38,3.7,84.16
2995,2022-08-01,Mung Beans,25.15,9.74,61.25
2996,2022-09-01,Mung Beans,13.97,6.14,56.03
2997,2022-10-01,Mung Beans,22.64,9.74,56.97
2998,2022-11-01,Mung Beans,21.5,7.33,65.88
2999,2022-12-01,Mung Beans,13.15,9.33,29.04
3000,2023-01-01,Mung Beans,13.41,3.75,72.02
3001,2023-02-01,Mung Beans,24.03,4.73,80.3
3002,2023-03-01,Mung Beans,19.04,3.59,81.13
3003,2023-04-01,Mung Beans,18.67,4.39,76.47
3004,2023-05-01,Mung Beans,12.25,9.37,23.51
3005,2023-06-01,Mung Beans,22.46,5.43,75.8
3006,2023-07-01,Mung Beans,20.8,4.25,79.57
3007,2023-08-01,Mung Beans,27.94,9.25,66.87
3008,2023-09-01,Mung Beans,19.93,4.14,79.24
3009,2023-10-01,Mung Beans,29.73,6.38,78.55
3010,2023-11-01,Mung Beans,20.73,7.87,62.03
3011,2023-12-01,Mung Beans,17.84,9.44,47.1
3012,2024-01-01,Mung Beans,20.96,5.38,74.33
3013,2024-02-01,Mung Beans,20.81,5.96,71.38
3014,2024-03-01,Mung Beans,20.65,4.82,76.68
3015,2024-04-01,Mung Beans,12,8.57,28.63
3016,2024-05-01,Mung Beans,10.29,8.75,14.94
3017,2024-06-01,Mung Beans,20.9,4.22,79.81
3018,2024-07-01,Mung Beans,12.81,6.32,50.65
3019,2024-08-01,Mung Beans,15.85,8.47,46.56
3020,2024-09-01,Mung Beans,17.97,4.53,74.76
3021,2024-10-01,Mung Beans,17.64,5.61,68.2
3022,2024-11-01,Mung Beans,25.57,3.69,85.56
3023,2024-12-01,Mung Beans,14.41,6.24,56.72
3024,2022-01-01,Black Beans,20.81,8.46,59.37
3025,2022-02-01,Black Beans,25.85,6,76.8
3026,2022-03-01,Black Beans,29.43,4.25,85.56
3027,2022-04-01,Black Beans,19.63,3.39,82.72
3028,2022-05-01,Black Beans,23.27,6.43,72.38
3029,2022-06-01,Black Beans,25.32,3.28,87.04
3030,2022-07-01,Black Beans,13.16,9.52,27.66
3031,2022-08-01,Black Beans,13.57,4.88,64.02
3032,2022-09-01,Black Beans,19.77,6.01,69.59
3033,2022-10-01,Black Beans,28,3.05,89.09
3034,2022-11-01,Black Beans,28.26,5.88,79.2
3035,2022-12-01,Black Beans,19.96,6.46,67.62
3036,2023-01-01,Black Beans,10.65,8.78,17.55
3037,2023-02-01,Black Beans,16.79,9.88,41.12
3038,2023-03-01,Black Beans,15.56,5.66,63.64
3039,2023-04-01,Black Beans,14.93,7.87,47.3
3040,2023-05-01,Black Beans,19.63,6.88,64.95
3041,2023-06-01,Black Beans,29.02,4.8,83.48
3042,2023-07-01,Black Beans,23.28,6.8,70.78
3043,2023-08-01,Black Beans,14.96,7.94,46.9
3044,2023-09-01,Black Beans,20.62,6.23,69.76
3045,2023-10-01,Black Beans,18.64,9.29,50.2
3046,2023-11-01,Black Beans,23.33,3.43,85.28
3047,2023-12-01,Black Beans,14.2,3.02,78.74
3048,2024-01-01,Black Beans,14.88,9.77,34.38
3049,2024-02-01,Black Beans,13.97,5.67,59.44
3050,2024-03-01,Black Beans,20.55,9.47,53.89
3051,2024-04-01,Black Beans,19.83,3.43,82.7
3052,2024-05-01,Black Beans,12.47,6.05,51.46
3053,2024-06-01,Black Beans,13.18,8.36,36.58
3054,2024-07-01,Black Beans,23.46,5.71,75.67
3055,2024-08-01,Black Beans,11.19,5.8,48.14
3056,2024-09-01,Black Beans,10.71,6.17,42.42
3057,2024-10-01,Black Beans,11.79,4.75,59.73
3058,2024-11-01,Black Beans,20.1,9.49,52.76
3059,2024-12-01,Black Beans,19.59,4.14,78.88
3060,2022-01-01,Kidney Beans,27.66,5.88,78.74
3061,2022-02-01,Kidney Beans,18.04,9.42,47.78
3062,2022-03-01,Kidney Beans,23.59,5.84,75.24
3063,2022-04-01,Kidney Beans,11.24,6.24,44.45
3064,2022-05-01,Kidney Beans,12.89,8.88,31.08
3065,2022-06-01,Kidney Beans,25.55,4.22,83.5
3066,2022-07-01,Kidney Beans,16.02,4.6,71.32
3067,2022-08-01,Kidney Beans,25.4,7.32,71.19
3068,2022-09-01,Kidney Beans,12.17,7.34,39.7
3069,2022-10-01,Kidney Beans,12.06,8.53,29.26
3070,2022-11-01,Kidney Beans,20.64,8.66,58.06
3071,2022-12-01,Kidney Beans,21.88,5.54,74.7
3072,2023-01-01,Kidney Beans,26.18,4.7,82.05
3073,2023-02-01,Kidney Beans,16.17,5.53,65.81
3074,2023-03-01,Kidney Beans,15.71,9.4,40.18
3075,2023-04-01,Kidney Beans,11.53,6.25,45.83
3076,2023-05-01,Kidney Beans,13.01,6.5,50.08
3077,2023-06-01,Kidney Beans,15.87,4.59,71.05
3078,2023-07-01,Kidney Beans,18.66,9.31,50.12
3079,2023-08-01,Kidney Beans,16.92,7.5,55.71
3080,2023-09-01,Kidney Beans,25.84,7.54,70.81
3081,2023-10-01,Kidney Beans,10.21,6.59,35.43
3082,2023-11-01,Kidney Beans,15.32,9.57,37.51
3083,2023-12-01,Kidney Beans,24.97,6.49,74.01
3084,2024-01-01,Kidney Beans,26.45,6.44,75.66
3085,2024-02-01,Kidney Beans,12.45,8.23,33.86
3086,2024-03-01,Kidney Beans,28.48,3.49,87.76
3087,2024-04-01,Kidney Beans,16.03,8.03,49.9
3088,2024-05-01,Kidney Beans,23.8,3.92,83.51
3089,2024-06-01,Kidney Beans,22.76,5.47,75.97
3090,2024-07-01,Kidney Beans,22.16,6.59,70.26
3091,2024-08-01,Kidney Beans,18.56,9.2,50.4
3092,2024-09-01,Kidney Beans,16.54,5.7,65.52
3093,2024-10-01,Kidney Beans,14.86,3.65,75.45
3094,2024-11-01,Kidney Beans,10.23,7.8,23.75
3095,2024-12-01,Kidney Beans,10.75,5.72,46.81
3096,2022-01-01,Navy Beans,13.63,9.84,27.85
3097,2022-02-01,Navy Beans,19.4,3.42,82.36
3098,2022-03-01,Navy Beans,28.31,3.35,88.16
3099,2022-04-01,Navy Beans,28.77,9.53,66.89
3100,2022-05-01,Navy Beans,13.99,8.4,39.95
3101,2022-06-01,Navy Beans,27.26,4.09,84.99
3102,2022-07-01,Navy Beans,29.84,4.84,83.77
3103,2022-08-01,Navy Beans,16.3,4.65,71.49
3104,2022-09-01,Navy Beans,13.41,6.22,53.62
3105,2022-10-01,Navy Beans,17.21,7.42,56.9
3106,2022-11-01,Navy Beans,25.95,4.23,83.7
3107,2022-12-01,Navy Beans,11.83,9.99,15.54
3108,2023-01-01,Navy Beans,29.41,9.78,66.75
3109,2023-02-01,Navy Beans,23.35,4.75,79.66
3110,2023-03-01,Navy Beans,14.12,7.64,45.86
3111,2023-04-01,Navy Beans,26.94,3.91,85.48
3112,2023-05-01,Navy Beans,16.92,6.34,62.53
3113,2023-06-01,Navy Beans,15.94,7.8,51.07
3114,2023-07-01,Navy Beans,26.75,7.27,72.82
3115,2023-08-01,Navy Beans,18.95,6.88,63.69
3116,2023-09-01,Navy Beans,20.44,9.09,55.51
3117,2023-10-01,Navy Beans,12.15,6.82,43.87
3118,2023-11-01,Navy Beans,13.11,9.42,28.13
3119,2023-12-01,Navy Beans,13.37,6.5,51.42
3120,2024-01-01,Navy Beans,16.28,5.23,67.86
3121,2024-02-01,Navy Beans,20.36,9.77,52.01
3122,2024-03-01,Navy Beans,16.77,5.94,64.55
3123,2024-04-01,Navy Beans,27.31,5.79,78.81
3124,2024-05-01,Navy Beans,13.79,4.02,70.87
3125,2024-06-01,Navy Beans,17.37,7.34,57.72
3126,2024-07-01,Navy Beans,29.39,7.7,73.81
3127,2024-08-01,Navy Beans,28.33,4.09,85.57
3128,2024-09-01,Navy Beans,19.62,8.35,57.43
3129,2024-10-01,Navy Beans,23.1,9.85,57.34
3130,2024-11-01,Navy Beans,28.91,9.7,66.44
3131,2024-12-01,Navy Beans,11.95,3.49,70.77
3132,2022-01-01,Pinto Beans,10.77,7.63,29.16
3133,2022-02-01,Pinto Beans,11.52,7.89,31.48
3134,2022-03-01,Pinto Beans,17.04,8.36,50.91
3135,2022-04-01,Pinto Beans,28.96,8.34,71.2
3136,2022-05-01,Pinto Beans,20.72,5.55,73.23
3137,2022-06-01,Pinto Beans,26.33,4.62,82.46
3138,2022-07-01,Pinto Beans,15.7,9.06,42.29
3139,2022-08-01,Pinto Beans,16.33,3.3,79.79
3140,2022-09-01,Pinto Beans,17.69,4.55,74.3
3141,2022-10-01,Pinto Beans,26.18,6.37,75.68
3142,2022-11-01,Pinto Beans,17.61,5.22,70.32
3143,2022-12-01,Pinto Beans,15.74,3.87,75.43
3144,2023-01-01,Pinto Beans,20.08,5.85,70.87
3145,2023-02-01,Pinto Beans,13.66,3.76,72.51
3146,2023-03-01,Pinto Beans,17,9.88,41.88
3147,2023-04-01,Pinto Beans,27.59,7.24,73.77
3148,2023-05-01,Pinto Beans,18.7,3.96,78.84
3149,2023-06-01,Pinto Beans,16.69,3.73,77.65
3150,2023-07-01,Pinto Beans,21.57,8.48,60.66
3151,2023-08-01,Pinto Beans,28.54,9.35,67.24
3152,2023-09-01,Pinto Beans,15.84,3.64,77.03
3153,2023-10-01,Pinto Beans,29.81,8.99,69.85
3154,2023-11-01,Pinto Beans,26.18,8.15,68.87
3155,2023-12-01,Pinto Beans,24.39,9.53,60.93
3156,2024-01-01,Pinto Beans,27.81,6.6,76.28
3157,2024-02-01,Pinto Beans,24.45,5.82,76.2
3158,2024-03-01,Pinto Beans,29.61,6.83,76.92
3159,2024-04-01,Pinto Beans,21.36,6.6,69.13
3160,2024-05-01,Pinto Beans,27.86,8.89,68.11
3161,2024-06-01,Pinto Beans,27.87,5.67,79.64
3162,2024-07-01,Pinto Beans,13.39,9.76,27.06
3163,2024-08-01,Pinto Beans,14.32,6.55,54.24
3164,2024-09-01,Pinto Beans,23.88,5.82,75.61
3165,2024-10-01,Pinto Beans,27.12,9.94,63.34
3166,2024-11-01,Pinto Beans,15.03,4.49,70.1
3167,2024-12-01,Pinto Beans,25.87,3.78,85.4
3168,2022-01-01,Adzuki Beans,21.84,8.79,59.76
3169,2022-02-01,Adzuki Beans,11.41,6.59,42.22
3170,2022-03-01,Adzuki Beans,22.37,3.48,84.46
3171,2022-04-01,Adzuki Beans,12.38,3.06,75.32
3172,2022-05-01,Adzuki Beans,17.42,7.73,55.64
3173,2022-06-01,Adzuki Beans,12.37,7.29,41.05
3174,2022-07-01,Adzuki Beans,20.5,3.54,82.74
3175,2022-08-01,Adzuki Beans,11.93,5.12,57.07
3176,2022-09-01,Adzuki Beans,22.71,6.98,69.27
3177,2022-10-01,Adzuki Beans,25.84,9.73,62.35
3178,2022-11-01,Adzuki Beans,17.31,6.22,64.08
3179,2022-12-01,Adzuki Beans,14.73,3.94,73.26
3180,2023-01-01,Adzuki Beans,28.01,7.38,73.66
3181,2023-02-01,Adzuki Beans,24.08,8.2,65.94
3182,2023-03-01,Adzuki Beans,21.81,6.28,71.2
3183,2023-04-01,Adzuki Beans,26.91,3.82,85.8
3184,2023-05-01,Adzuki Beans,21.41,9.21,56.97
3185,2023-06-01,Adzuki Beans,24.2,6.73,72.2
3186,2023-07-01,Adzuki Beans,24.25,5.38,77.81
3187,2023-08-01,Adzuki Beans,23.32,8.97,61.52
3188,2023-09-01,Adzuki Beans,10.1,5.83,42.25
3189,2023-10-01,Adzuki Beans,23.28,6.51,72.04
3190,2023-11-01,Adzuki Beans,13.16,3.29,75.02
3191,2023-12-01,Adzuki Beans,20.75,5.08,75.54
3192,2024-01-01,Adzuki Beans,20.41,7.34,64.03
3193,2024-02-01,Adzuki Beans,18.46,4.21,77.2
3194,2024-03-01,Adzuki Beans,26.91,4.95,81.61
3195,2024-04-01,Adzuki Beans,12.94,6.85,47.07
3196,2024-05-01,Adzuki Beans,19.36,3.12,83.89
3197,2024-06-01,Adzuki Beans,16.88,6.78,59.8
3198,2024-07-01,Adzuki Beans,11.84,8.22,30.56
3199,2024-08-01,Adzuki Beans,10.37,5.02,51.6
3200,2024-09-01,Adzuki Beans,26.69,3.02,88.68
3201,2024-10-01,Adzuki Beans,21.85,9.34,57.26
3202,2024-11-01,Adzuki Beans,12.11,9.85,18.71
3203,2024-12-01,Adzuki Beans,11.08,9.46,14.66
3204,2022-01-01,Fava Beans,20.65,5.38,73.97
3205,2022-02-01,Fava Beans,20.36,8.99,55.84
3206,2022-03-01,Fava Beans,12.9,6.37,50.64
3207,2022-04-01,Fava Beans,17.74,8.62,51.44
3208,2022-05-01,Fava Beans,15.63,7.81,50
3209,2022-06-01,Fava Beans,13.64,4.25,68.84
3210,2022-07-01,Fava Beans,27.61,5.99,78.32
3211,2022-08-01,Fava Beans,15.23,7.07,53.58
3212,2022-09-01,Fava Beans,24.21,7.98,67.05
3213,2022-10-01,Fava Beans,13.53,9.09,32.82
3214,2022-11-01,Fava Beans,27.88,7.81,71.98
3215,2022-12-01,Fava Beans,28.72,9.5,66.93
3216,2023-01-01,Fava Beans,22.7,7.6,66.52
3217,2023-02-01,Fava Beans,11.43,6.86,39.98
3218,2023-03-01,Fava Beans,26.82,6.56,75.53
3219,2023-04-01,Fava Beans,11.94,7.74,35.16
3220,2023-05-01,Fava Beans,15.71,7.78,50.49
3221,2023-06-01,Fava Beans,13.8,6.45,53.28
3222,2023-07-01,Fava Beans,16.14,5.93,63.28
3223,2023-08-01,Fava Beans,20.66,9.98,51.68
3224,2023-09-01,Fava Beans,19.49,7.27,62.69
3225,2023-10-01,Fava Beans,10.83,8.15,24.74
3226,2023-11-01,Fava Beans,11.42,5.96,47.8
3227,2023-12-01,Fava Beans,14.52,8,44.93
3228,2024-01-01,Fava Beans,17.58,8.68,50.65
3229,2024-02-01,Fava Beans,16.43,6.85,58.35
3230,2024-03-01,Fava Beans,17.78,6.05,65.99
3231,2024-04-01,Fava Beans,11.64,6.43,44.79
3232,2024-05-01,Fava Beans,29.76,7.13,76.06
3233,2024-06-01,Fava Beans,22.31,3.06,86.27
3234,2024-07-01,Fava Beans,17.95,4.94,72.46
3235,2024-08-01,Fava Beans,26.92,8.9,66.93
3236,2024-09-01,Fava Beans,10.44,6.22,40.43
3237,2024-10-01,Fava Beans,25.8,5.51,78.62
3238,2024-11-01,Fava Beans,25.32,9.24,63.5
3239,2024-12-01,Fava Beans,23.28,7.41,68.16
3240,2022-01-01,Lima Beans,23.24,8.08,65.21
3241,2022-02-01,Lima Beans,20.89,9.51,54.47
3242,2022-03-01,Lima Beans,23.25,7.35,68.4
3243,2022-04-01,Lima Beans,22.45,9.11,59.44
3244,2022-05-01,Lima Beans,27.39,4.79,82.49
3245,2022-06-01,Lima Beans,17.07,3.96,76.79
3246,2022-07-01,Lima Beans,26.93,5.52,79.49
3247,2022-08-01,Lima Beans,24.92,8.55,65.68
3248,2022-09-01,Lima Beans,18.18,7.04,61.27
3249,2022-10-01,Lima Beans,14.65,4.34,70.34
3250,2022-11-01,Lima Beans,27.66,8.62,68.85
3251,2022-12-01,Lima Beans,16.97,8.23,51.49
3252,2023-01-01,Lima Beans,16.14,7.15,55.67
3253,2023-02-01,Lima Beans,19.87,6.58,66.87
3254,2023-03-01,Lima Beans,14.09,7.43,47.24
3255,2023-04-01,Lima Beans,17.21,5.23,69.63
3256,2023-05-01,Lima Beans,22.24,5.41,75.66
3257,2023-06-01,Lima Beans,17.4,7.27,58.24
3258,2023-07-01,Lima Beans,14,8.32,40.55
3259,2023-08-01,Lima Beans,20.7,4.69,77.33
3260,2023-09-01,Lima Beans,26.43,7.31,72.34
3261,2023-10-01,Lima Beans,18.83,4.17,77.83
3262,2023-11-01,Lima Beans,27.73,5.82,78.99
3263,2023-12-01,Lima Beans,27.55,8.7,68.41
3264,2024-01-01,Lima Beans,23.12,8.19,64.57
3265,2024-02-01,Lima Beans,14.92,6.89,53.78
3266,2024-03-01,Lima Beans,26.76,4.15,84.5
3267,2024-04-01,Lima Beans,12.87,6,53.39
3268,2024-05-01,Lima Beans,28.05,4.08,85.46
3269,2024-06-01,Lima Beans,11.09,6.53,41.14
3270,2024-07-01,Lima Beans,12.14,8.53,29.73
3271,2024-08-01,Lima Beans,16.84,8.17,51.47
3272,2024-09-01,Lima Beans,17.49,8.24,52.89
3273,2024-10-01,Lima Beans,27.97,7.76,72.28
3274,2024-11-01,Lima Beans,18.7,6.63,64.58
3275,2024-12-01,Lima Beans,16.3,3.38,79.26
3276,2022-01-01,Black-eyed Peas,21.81,4.77,78.12
3277,2022-02-01,Black-eyed Peas,21.61,4.39,79.67
3278,2022-03-01,Black-eyed Peas,15.76,4.9,68.88
3279,2022-04-01,Black-eyed Peas,22.13,3.85,82.59
3280,2022-05-01,Black-eyed Peas,23.84,9.18,61.48
3281,2022-06-01,Black-eyed Peas,24.84,6.11,75.42
3282,2022-07-01,Black-eyed Peas,17.92,8.31,53.63
3283,2022-08-01,Black-eyed Peas,19.67,6.02,69.39
3284,2022-09-01,Black-eyed Peas,22.39,4.6,79.46
3285,2022-10-01,Black-eyed Peas,25.14,3.58,85.75
3286,2022-11-01,Black-eyed Peas,25.14,7.31,70.92
3287,2022-12-01,Black-eyed Peas,13.64,9.41,31.01
3288,2023-01-01,Black-eyed Peas,20.89,6.32,69.77
3289,2023-02-01,Black-eyed Peas,15.61,8.47,45.76
3290,2023-03-01,Black-eyed Peas,10.59,6.87,35.13
3291,2023-04-01,Black-eyed Peas,18.22,4.13,77.34
3292,2023-05-01,Black-eyed Peas,24.18,4.97,79.46
3293,2023-06-01,Black-eyed Peas,27.1,7.08,73.86
3294,2023-07-01,Black-eyed Peas,28.68,9.81,65.81
3295,2023-08-01,Black-eyed Peas,12.81,7.34,42.65
3296,2023-09-01,Black-eyed Peas,21.18,5.59,73.61
3297,2023-10-01,Black-eyed Peas,19.38,6.7,65.44
3298,2023-11-01,Black-eyed Peas,11.59,7.56,34.8
3299,2023-12-01,Black-eyed Peas,26.29,9.31,64.57
3300,2024-01-01,Black-eyed Peas,22.43,5.79,74.2
3301,2024-02-01,Black-eyed Peas,20.39,8.93,56.21
3302,2024-03-01,Black-eyed Peas,11.2,8.7,22.35
3303,2024-04-01,Black-eyed Peas,27.39,3.37,87.69
3304,2024-05-01,Black-eyed Peas,20.54,4.53,77.96
3305,2024-06-01,Black-eyed Peas,29.11,3.18,89.09
3306,2024-07-01,Black-eyed Peas,24.13,5.54,77.04
3307,2024-08-01,Black-eyed Peas,19.37,9.82,49.3
3308,2024-09-01,Black-eyed Peas,13.99,3.22,77.01
3309,2024-10-01,Black-eyed Peas,24.37,5.38,77.94
3310,2024-11-01,Black-eyed Peas,27.69,4.67,83.13
3311,2024-12-01,Black-eyed Peas,24.33,4.51,81.45
3312,2022-01-01,"Lentils (Red, Green, Brown)",20.25,7.98,60.61
3313,2022-02-01,"Lentils (Red, Green, Brown)",20.19,5.47,72.9
3314,2022-03-01,"Lentils (Red, Green, Brown)",20.3,5.32,73.81
3315,2022-04-01,"Lentils (Red, Green, Brown)",18.29,7.35,59.82
3316,2022-05-01,"Lentils (Red, Green, Brown)",26.6,8.34,68.67
3317,2022-06-01,"Lentils (Red, Green, Brown)",20.12,6.74,66.52
3318,2022-07-01,"Lentils (Red, Green, Brown)",10.08,9.77,3.08
3319,2022-08-01,"Lentils (Red, Green, Brown)",16.95,3.34,80.28
3320,2022-09-01,"Lentils (Red, Green, Brown)",18.36,5.71,68.9
3321,2022-10-01,"Lentils (Red, Green, Brown)",22.21,5.8,73.88
3322,2022-11-01,"Lentils (Red, Green, Brown)",25.65,7.04,72.55
3323,2022-12-01,"Lentils (Red, Green, Brown)",24.25,7.85,67.65
3324,2023-01-01,"Lentils (Red, Green, Brown)",12.22,7.74,36.69
3325,2023-02-01,"Lentils (Red, Green, Brown)",27.85,9.68,65.22
3326,2023-03-01,"Lentils (Red, Green, Brown)",10.76,9.91,7.91
